datehour,date,hour,bus_route,ridership
2025-01-11 11:00:00,2025-01-11,11,M15+,1007.0
2025-01-11 11:00:00,2025-01-11,11,M4,441.0
2025-01-11 11:00:00,2025-01-11,11,M86+,574.0
2025-01-11 11:00:00,2025-01-11,11,Q10,453.0
2025-01-11 11:00:00,2025-01-11,11,Q17,476.0
2025-01-11 11:00:00,2025-01-11,11,Q23,496.0
2025-01-11 11:00:00,2025-01-11,11,Q25,596.0
2025-01-11 11:00:00,2025-01-11,11,Q27,667.0
2025-01-11 11:00:00,2025-01-11,11,Q44+,565.0
2025-01-11 11:00:00,2025-01-11,11,Q46,357.0
2025-01-11 11:00:00,2025-01-11,11,Q58,835.0
2025-01-11 11:00:00,2025-01-11,11,Q60,490.0
2025-01-11 11:00:00,2025-01-11,11,Q65,493.0
2025-01-11 11:00:00,2025-01-11,11,Q66,532.0
2025-01-11 12:00:00,2025-01-11,12,B1,489.0
2025-01-11 12:00:00,2025-01-11,12,B35,611.0
2025-01-11 12:00:00,2025-01-11,12,B38,472.0
2025-01-11 12:00:00,2025-01-11,12,B41,736.0
2025-01-11 12:00:00,2025-01-11,12,B6,759.0
2025-01-11 12:00:00,2025-01-11,12,B8,378.0
2025-01-11 12:00:00,2025-01-11,12,BX12+,547.0
2025-01-11 12:00:00,2025-01-11,12,BX9,440.0
2025-01-11 12:00:00,2025-01-11,12,M101,716.0
2025-01-11 12:00:00,2025-01-11,12,M14D+,486.0
2025-01-11 12:00:00,2025-01-11,12,M15,957.0
2025-01-11 12:00:00,2025-01-11,12,M15+,1285.0
2025-01-11 12:00:00,2025-01-11,12,M4,577.0
2025-01-11 12:00:00,2025-01-11,12,M86+,724.0
2025-01-11 12:00:00,2025-01-11,12,Q10,527.0
2025-01-11 12:00:00,2025-01-11,12,Q17,462.0
2025-01-11 12:00:00,2025-01-11,12,Q23,584.0
2025-01-11 12:00:00,2025-01-11,12,Q25,703.0
2025-01-11 12:00:00,2025-01-11,12,Q27,652.0
2025-01-11 12:00:00,2025-01-11,12,Q44+,599.0
2025-01-11 12:00:00,2025-01-11,12,Q46,352.0
2025-01-11 12:00:00,2025-01-11,12,Q58,940.0
2025-01-11 12:00:00,2025-01-11,12,Q60,563.0
2025-01-11 12:00:00,2025-01-11,12,Q65,555.0
2025-01-11 12:00:00,2025-01-11,12,Q66,630.0
2025-01-11 13:00:00,2025-01-11,13,B1,593.0
2025-01-11 13:00:00,2025-01-11,13,B35,750.0
2025-01-11 13:00:00,2025-01-11,13,B38,526.0
2025-01-11 13:00:00,2025-01-11,13,B41,879.0
2025-01-11 13:00:00,2025-01-11,13,B6,835.0
2025-01-11 13:00:00,2025-01-11,13,B8,472.0
2025-01-11 13:00:00,2025-01-11,13,BX12+,560.0
2025-01-11 13:00:00,2025-01-11,13,BX9,445.0
2025-01-11 13:00:00,2025-01-11,13,M101,740.0
2025-01-11 13:00:00,2025-01-11,13,M14D+,571.0
2025-01-11 13:00:00,2025-01-11,13,M15,970.0
2025-01-11 13:00:00,2025-01-11,13,M15+,1385.0
2025-01-11 13:00:00,2025-01-11,13,M4,651.0
2025-01-11 13:00:00,2025-01-11,13,M86+,707.0
2025-01-11 13:00:00,2025-01-11,13,Q10,522.0
2025-01-11 13:00:00,2025-01-11,13,Q17,531.0
2025-01-11 13:00:00,2025-01-11,13,Q23,566.0
2025-01-11 13:00:00,2025-01-11,13,Q25,743.0
2025-01-11 13:00:00,2025-01-11,13,Q27,656.0
2025-01-11 13:00:00,2025-01-11,13,Q44+,517.0
2025-01-11 13:00:00,2025-01-11,13,Q46,349.0
2025-01-11 13:00:00,2025-01-11,13,Q58,970.0
2025-01-11 13:00:00,2025-01-11,13,Q60,642.0
2025-01-11 13:00:00,2025-01-11,13,Q65,614.0
2025-01-11 13:00:00,2025-01-11,13,Q66,615.0
2025-01-11 14:00:00,2025-01-11,14,B1,619.0
2025-01-11 14:00:00,2025-01-11,14,B35,742.0
2025-01-11 14:00:00,2025-01-11,14,B38,516.0
2025-01-11 14:00:00,2025-01-11,14,B41,779.0
2025-01-11 14:00:00,2025-01-11,14,B6,793.0
2025-01-11 14:00:00,2025-01-11,14,B8,456.0
2025-01-11 14:00:00,2025-01-11,14,BX12+,537.0
2025-01-11 14:00:00,2025-01-11,14,BX9,521.0
2025-01-11 14:00:00,2025-01-11,14,M101,702.0
2025-01-11 14:00:00,2025-01-11,14,M14D+,549.0
2025-01-11 14:00:00,2025-01-11,14,M15,928.0
2025-01-11 14:00:00,2025-01-11,14,M15+,1416.0
2025-01-11 14:00:00,2025-01-11,14,M4,795.0
2025-01-11 14:00:00,2025-01-11,14,M86+,768.0
2025-01-11 14:00:00,2025-01-11,14,Q10,666.0
2025-01-11 14:00:00,2025-01-11,14,Q17,490.0
2025-01-11 14:00:00,2025-01-11,14,Q23,583.0
2025-01-11 14:00:00,2025-01-11,14,Q25,709.0
2025-01-11 14:00:00,2025-01-11,14,Q27,689.0
2025-01-11 14:00:00,2025-01-11,14,Q44+,527.0
2025-01-11 14:00:00,2025-01-11,14,Q46,388.0
2025-01-11 14:00:00,2025-01-11,14,Q58,986.0
2025-01-11 14:00:00,2025-01-11,14,Q60,637.0
2025-01-11 14:00:00,2025-01-11,14,Q65,535.0
2025-01-11 14:00:00,2025-01-11,14,Q66,673.0
2025-01-11 15:00:00,2025-01-11,15,B1,630.0
2025-01-11 15:00:00,2025-01-11,15,B35,735.0
2025-01-11 15:00:00,2025-01-11,15,B38,495.0
2025-01-11 15:00:00,2025-01-11,15,B41,801.0
2025-01-11 15:00:00,2025-01-11,15,B6,870.0
2025-01-11 15:00:00,2025-01-11,15,B8,453.0
2025-01-11 15:00:00,2025-01-11,15,BX12+,652.0
2025-01-11 15:00:00,2025-01-11,15,BX9,533.0
2025-01-11 15:00:00,2025-01-11,15,M101,777.0
2025-01-11 15:00:00,2025-01-11,15,M14D+,540.0
2025-01-11 15:00:00,2025-01-11,15,M15,1021.0
2025-01-11 15:00:00,2025-01-11,15,M15+,1434.0
2025-01-11 15:00:00,2025-01-11,15,M4,704.0
2025-01-11 15:00:00,2025-01-11,15,M86+,752.0
2025-01-11 15:00:00,2025-01-11,15,Q10,547.0
2025-01-11 15:00:00,2025-01-11,15,Q17,491.0
2025-01-11 15:00:00,2025-01-11,15,Q23,597.0
2025-01-11 15:00:00,2025-01-11,15,Q25,749.0
2025-01-11 15:00:00,2025-01-11,15,Q27,697.0
2025-01-11 15:00:00,2025-01-11,15,Q44+,605.0
2025-01-11 15:00:00,2025-01-11,15,Q46,450.0
2025-01-11 15:00:00,2025-01-11,15,Q58,1040.0
2025-01-11 15:00:00,2025-01-11,15,Q60,660.0
2025-01-11 15:00:00,2025-01-11,15,Q65,668.0
2025-01-11 15:00:00,2025-01-11,15,Q66,651.0
2025-01-11 16:00:00,2025-01-11,16,B1,619.0
2025-01-11 16:00:00,2025-01-11,16,B35,667.0
2025-01-11 16:00:00,2025-01-11,16,B38,511.0
2025-01-11 16:00:00,2025-01-11,16,B41,825.0
2025-01-11 16:00:00,2025-01-11,16,B6,830.0
2025-01-11 16:00:00,2025-01-11,16,B8,444.0
2025-01-11 16:00:00,2025-01-11,16,BX12+,520.0
2025-01-11 16:00:00,2025-01-11,16,BX9,488.0
2025-01-11 16:00:00,2025-01-11,16,M101,815.0
2025-01-11 16:00:00,2025-01-11,16,M14D+,559.0
2025-01-11 16:00:00,2025-01-11,16,M15,940.0
2025-01-11 16:00:00,2025-01-11,16,M15+,1352.0
2025-01-11 16:00:00,2025-01-11,16,M4,630.0
2025-01-11 16:00:00,2025-01-11,16,M86+,757.0
2025-01-11 16:00:00,2025-01-11,16,Q10,588.0
2025-01-11 16:00:00,2025-01-11,16,Q17,557.0
2025-01-11 16:00:00,2025-01-11,16,Q23,729.0
2025-01-11 16:00:00,2025-01-11,16,Q25,783.0
2025-01-11 16:00:00,2025-01-11,16,Q27,756.0
2025-01-11 16:00:00,2025-01-11,16,Q44+,614.0
2025-01-11 16:00:00,2025-01-11,16,Q46,467.0
2025-01-11 16:00:00,2025-01-11,16,Q58,1175.0
2025-01-11 16:00:00,2025-01-11,16,Q60,585.0
2025-01-11 16:00:00,2025-01-11,16,Q65,715.0
2025-01-11 16:00:00,2025-01-11,16,Q66,692.0
2025-01-11 17:00:00,2025-01-11,17,B1,556.0
2025-01-11 17:00:00,2025-01-11,17,B35,592.0
2025-01-11 17:00:00,2025-01-11,17,B38,453.0
2025-01-11 17:00:00,2025-01-11,17,B41,661.0
2025-01-11 17:00:00,2025-01-11,17,B6,699.0
2025-01-11 17:00:00,2025-01-11,17,B8,433.0
2025-01-11 17:00:00,2025-01-11,17,BX12+,425.0
2025-01-11 17:00:00,2025-01-11,17,BX9,402.0
2025-01-11 17:00:00,2025-01-11,17,M101,530.0
2025-01-11 17:00:00,2025-01-11,17,M14D+,465.0
2025-01-11 17:00:00,2025-01-11,17,M15,826.0
2025-01-11 17:00:00,2025-01-11,17,M15+,1240.0
2025-01-11 17:00:00,2025-01-11,17,M4,606.0
2025-01-11 17:00:00,2025-01-11,17,M86+,702.0
2025-01-11 17:00:00,2025-01-11,17,Q10,516.0
2025-01-11 17:00:00,2025-01-11,17,Q17,440.0
2025-01-11 17:00:00,2025-01-11,17,Q23,667.0
2025-01-11 17:00:00,2025-01-11,17,Q25,666.0
2025-01-11 17:00:00,2025-01-11,17,Q27,697.0
2025-01-11 17:00:00,2025-01-11,17,Q44+,553.0
2025-01-11 17:00:00,2025-01-11,17,Q46,421.0
2025-01-11 17:00:00,2025-01-11,17,Q58,1033.0
2025-01-11 17:00:00,2025-01-11,17,Q60,537.0
2025-01-11 17:00:00,2025-01-11,17,Q65,658.0
2025-01-11 17:00:00,2025-01-11,17,Q66,558.0
2025-01-11 18:00:00,2025-01-11,18,B1,488.0
2025-01-11 18:00:00,2025-01-11,18,B35,494.0
2025-01-11 18:00:00,2025-01-11,18,B38,442.0
2025-01-11 18:00:00,2025-01-11,18,B41,558.0
2025-01-11 18:00:00,2025-01-11,18,B6,547.0
2025-01-11 18:00:00,2025-01-11,18,B8,362.0
2025-01-11 18:00:00,2025-01-11,18,BX12+,346.0
2025-01-11 18:00:00,2025-01-11,18,BX9,307.0
2025-01-11 18:00:00,2025-01-11,18,M101,508.0
2025-01-11 18:00:00,2025-01-11,18,M14D+,388.0
2025-01-11 18:00:00,2025-01-11,18,M15,850.0
2025-01-11 18:00:00,2025-01-11,18,M15+,1146.0
2025-01-11 18:00:00,2025-01-11,18,M4,484.0
2025-01-11 18:00:00,2025-01-11,18,M86+,641.0
2025-01-11 18:00:00,2025-01-11,18,Q10,420.0
2025-01-11 18:00:00,2025-01-11,18,Q17,357.0
2025-01-11 18:00:00,2025-01-11,18,Q23,557.0
2025-01-11 18:00:00,2025-01-11,18,Q25,567.0
2025-01-11 18:00:00,2025-01-11,18,Q27,577.0
2025-01-11 18:00:00,2025-01-11,18,Q44+,410.0
2025-01-11 18:00:00,2025-01-11,18,Q46,361.0
2025-01-11 18:00:00,2025-01-11,18,Q58,890.0
2025-01-11 18:00:00,2025-01-11,18,Q60,486.0
2025-01-11 18:00:00,2025-01-11,18,Q65,572.0
2025-01-11 18:00:00,2025-01-11,18,Q66,433.0
2025-01-11 19:00:00,2025-01-11,19,B1,429.0
2025-01-11 19:00:00,2025-01-11,19,B35,347.0
2025-01-11 19:00:00,2025-01-11,19,B38,382.0
2025-01-11 19:00:00,2025-01-11,19,B41,416.0
2025-01-11 19:00:00,2025-01-11,19,B6,485.0
2025-01-11 19:00:00,2025-01-11,19,B8,270.0
2025-01-11 19:00:00,2025-01-11,19,BX12+,256.0
2025-01-11 19:00:00,2025-01-11,19,BX9,303.0
2025-01-11 19:00:00,2025-01-11,19,M101,433.0
2025-01-11 19:00:00,2025-01-11,19,M14D+,311.0
2025-01-11 19:00:00,2025-01-11,19,M15,705.0
2025-01-11 19:00:00,2025-01-11,19,M15+,898.0
2025-01-11 19:00:00,2025-01-11,19,M4,404.0
2025-01-11 19:00:00,2025-01-11,19,M86+,379.0
2025-01-11 19:00:00,2025-01-11,19,Q10,396.0
2025-01-11 19:00:00,2025-01-11,19,Q17,333.0
2025-01-11 19:00:00,2025-01-11,19,Q23,449.0
2025-01-11 19:00:00,2025-01-11,19,Q25,477.0
2025-01-11 19:00:00,2025-01-11,19,Q27,479.0
2025-01-11 19:00:00,2025-01-11,19,Q44+,313.0
2025-01-11 19:00:00,2025-01-11,19,Q46,277.0
2025-01-11 19:00:00,2025-01-11,19,Q58,679.0
2025-01-11 19:00:00,2025-01-11,19,Q60,354.0
2025-01-11 19:00:00,2025-01-11,19,Q65,414.0
2025-01-11 19:00:00,2025-01-11,19,Q66,353.0
2025-01-11 20:00:00,2025-01-11,20,B1,317.0
2025-01-11 20:00:00,2025-01-11,20,B35,281.0
2025-01-11 20:00:00,2025-01-11,20,B38,229.0
2025-01-11 20:00:00,2025-01-11,20,B41,269.0
2025-01-11 20:00:00,2025-01-11,20,B6,388.0
2025-01-11 20:00:00,2025-01-11,20,B8,229.0
2025-01-11 20:00:00,2025-01-11,20,BX12+,177.0
2025-01-11 20:00:00,2025-01-11,20,BX9,233.0
2025-01-11 20:00:00,2025-01-11,20,M101,407.0
2025-01-11 20:00:00,2025-01-11,20,M14D+,273.0
2025-01-11 20:00:00,2025-01-11,20,M15,609.0
2025-01-11 20:00:00,2025-01-11,20,M15+,567.0
2025-01-11 20:00:00,2025-01-11,20,M4,224.0
2025-01-11 20:00:00,2025-01-11,20,M86+,261.0
2025-01-11 20:00:00,2025-01-11,20,Q10,353.0
2025-01-11 20:00:00,2025-01-11,20,Q17,308.0
2025-01-11 20:00:00,2025-01-11,20,Q23,406.0
2025-01-11 20:00:00,2025-01-11,20,Q25,325.0
2025-01-11 20:00:00,2025-01-11,20,Q27,468.0
2025-01-11 20:00:00,2025-01-11,20,Q44+,242.0
2025-01-11 20:00:00,2025-01-11,20,Q46,265.0
2025-01-11 20:00:00,2025-01-11,20,Q58,604.0
2025-01-11 20:00:00,2025-01-11,20,Q60,274.0
2025-01-11 20:00:00,2025-01-11,20,Q65,352.0
2025-01-11 20:00:00,2025-01-11,20,Q66,235.0
2025-01-11 21:00:00,2025-01-11,21,B1,151.0
2025-01-11 21:00:00,2025-01-11,21,B35,211.0
2025-01-11 21:00:00,2025-01-11,21,B38,225.0
2025-01-11 21:00:00,2025-01-11,21,B41,207.0
2025-01-11 21:00:00,2025-01-11,21,B6,295.0
2025-01-11 21:00:00,2025-01-11,21,B8,120.0
2025-01-11 21:00:00,2025-01-11,21,BX12+,99.0
2025-01-11 21:00:00,2025-01-11,21,BX9,163.0
2025-01-11 21:00:00,2025-01-11,21,M101,235.0
2025-01-11 21:00:00,2025-01-11,21,M14D+,185.0
2025-01-11 21:00:00,2025-01-11,21,M15,420.0
2025-01-11 21:00:00,2025-01-11,21,M15+,397.0
2025-01-11 21:00:00,2025-01-11,21,M4,172.0
2025-01-11 21:00:00,2025-01-11,21,M86+,184.0
2025-01-11 21:00:00,2025-01-11,21,Q10,258.0
2025-01-11 21:00:00,2025-01-11,21,Q17,235.0
2025-01-11 21:00:00,2025-01-11,21,Q23,260.0
2025-01-11 21:00:00,2025-01-11,21,Q25,305.0
2025-01-11 21:00:00,2025-01-11,21,Q27,341.0
2025-01-11 21:00:00,2025-01-11,21,Q44+,160.0
2025-01-11 21:00:00,2025-01-11,21,Q46,172.0
2025-01-11 21:00:00,2025-01-11,21,Q58,394.0
2025-01-11 21:00:00,2025-01-11,21,Q60,191.0
2025-01-11 21:00:00,2025-01-11,21,Q65,176.0
2025-01-11 21:00:00,2025-01-11,21,Q66,175.0
2025-01-11 22:00:00,2025-01-11,22,B1,134.0
2025-01-11 22:00:00,2025-01-11,22,B35,132.0
2025-01-11 22:00:00,2025-01-11,22,B38,182.0
2025-01-11 22:00:00,2025-01-11,22,B41,93.0
2025-01-11 22:00:00,2025-01-11,22,B6,212.0
2025-01-11 22:00:00,2025-01-11,22,B8,64.0
2025-01-11 22:00:00,2025-01-11,22,BX12+,81.0
2025-01-11 22:00:00,2025-01-11,22,BX9,138.0
2025-01-11 22:00:00,2025-01-11,22,M101,175.0
2025-01-11 22:00:00,2025-01-11,22,M14D+,159.0
2025-01-11 22:00:00,2025-01-11,22,M15,432.0
2025-01-11 22:00:00,2025-01-11,22,M15+,199.0
2025-01-11 22:00:00,2025-01-11,22,M4,113.0
2025-01-11 22:00:00,2025-01-11,22,M86+,164.0
2025-01-11 22:00:00,2025-01-11,22,Q10,245.0
2025-01-11 22:00:00,2025-01-11,22,Q17,166.0
2025-01-11 22:00:00,2025-01-11,22,Q23,192.0
2025-01-11 22:00:00,2025-01-11,22,Q25,259.0
2025-01-11 22:00:00,2025-01-11,22,Q27,248.0
2025-01-11 22:00:00,2025-01-11,22,Q44+,71.0
2025-01-11 22:00:00,2025-01-11,22,Q46,157.0
2025-01-11 22:00:00,2025-01-11,22,Q58,359.0
2025-01-11 22:00:00,2025-01-11,22,Q60,131.0
2025-01-11 22:00:00,2025-01-11,22,Q65,177.0
2025-01-11 22:00:00,2025-01-11,22,Q66,167.0
2025-01-11 23:00:00,2025-01-11,23,B1,60.0
2025-01-11 23:00:00,2025-01-11,23,B35,89.0
2025-01-11 23:00:00,2025-01-11,23,B38,140.0
2025-01-11 23:00:00,2025-01-11,23,B41,95.0
2025-01-11 23:00:00,2025-01-11,23,B6,158.0
2025-01-11 23:00:00,2025-01-11,23,B8,47.0
2025-01-11 23:00:00,2025-01-11,23,BX12+,16.0
2025-01-11 23:00:00,2025-01-11,23,BX9,70.0
2025-01-11 23:00:00,2025-01-11,23,M101,204.0
2025-01-11 23:00:00,2025-01-11,23,M14D+,122.0
2025-01-11 23:00:00,2025-01-11,23,M15,449.0
2025-01-11 23:00:00,2025-01-11,23,M15+,114.0
2025-01-11 23:00:00,2025-01-11,23,M4,70.0
2025-01-11 23:00:00,2025-01-11,23,M86+,97.0
2025-01-11 23:00:00,2025-01-11,23,Q10,191.0
2025-01-11 23:00:00,2025-01-11,23,Q17,102.0
2025-01-11 23:00:00,2025-01-11,23,Q23,178.0
2025-01-11 23:00:00,2025-01-11,23,Q25,167.0
2025-01-11 23:00:00,2025-01-11,23,Q27,172.0
2025-01-11 23:00:00,2025-01-11,23,Q44+,59.0
2025-01-11 23:00:00,2025-01-11,23,Q46,139.0
2025-01-11 23:00:00,2025-01-11,23,Q58,229.0
2025-01-11 23:00:00,2025-01-11,23,Q60,111.0
2025-01-11 23:00:00,2025-01-11,23,Q65,189.0
2025-01-11 23:00:00,2025-01-11,23,Q66,85.0
2025-01-12 00:00:00,2025-01-12,0,B1,34.0
2025-01-12 00:00:00,2025-01-12,0,B35,69.0
2025-01-12 00:00:00,2025-01-12,0,B38,76.0
2025-01-12 00:00:00,2025-01-12,0,B41,71.0
2025-01-12 00:00:00,2025-01-12,0,B6,79.0
2025-01-12 00:00:00,2025-01-12,0,B8,42.0
2025-01-12 00:00:00,2025-01-12,0,BX12+,3.0
2025-01-12 00:00:00,2025-01-12,0,BX9,25.0
2025-01-12 00:00:00,2025-01-12,0,M101,215.0
2025-01-12 00:00:00,2025-01-12,0,M14D+,49.0
2025-01-12 00:00:00,2025-01-12,0,M15,286.0
2025-01-12 00:00:00,2025-01-12,0,M15+,78.0
2025-01-12 00:00:00,2025-01-12,0,M4,12.0
2025-01-12 00:00:00,2025-01-12,0,M86+,50.0
2025-01-12 00:00:00,2025-01-12,0,Q10,108.0
2025-01-12 00:00:00,2025-01-12,0,Q17,66.0
2025-01-12 00:00:00,2025-01-12,0,Q23,73.0
2025-01-12 00:00:00,2025-01-12,0,Q25,73.0
2025-01-12 00:00:00,2025-01-12,0,Q27,99.0
2025-01-12 00:00:00,2025-01-12,0,Q44+,41.0
2025-01-12 00:00:00,2025-01-12,0,Q46,66.0
2025-01-12 00:00:00,2025-01-12,0,Q58,135.0
2025-01-12 00:00:00,2025-01-12,0,Q60,36.0
2025-01-12 00:00:00,2025-01-12,0,Q65,64.0
2025-01-12 00:00:00,2025-01-12,0,Q66,61.0
2025-01-12 01:00:00,2025-01-12,1,B1,13.0
2025-01-12 01:00:00,2025-01-12,1,B35,28.0
2025-01-12 01:00:00,2025-01-12,1,B38,27.0
2025-01-12 01:00:00,2025-01-12,1,B41,29.0
2025-01-12 01:00:00,2025-01-12,1,B6,25.0
2025-01-12 01:00:00,2025-01-12,1,B8,16.0
2025-01-12 01:00:00,2025-01-12,1,BX12+,0.0
2025-01-12 01:00:00,2025-01-12,1,BX9,12.0
2025-01-12 01:00:00,2025-01-12,1,M101,86.0
2025-01-12 01:00:00,2025-01-12,1,M14D+,11.0
2025-01-12 01:00:00,2025-01-12,1,M15,173.0
2025-01-12 01:00:00,2025-01-12,1,M15+,0.0
2025-01-12 01:00:00,2025-01-12,1,M4,0.0
2025-01-12 01:00:00,2025-01-12,1,M86+,22.0
2025-01-12 01:00:00,2025-01-12,1,Q10,79.0
2025-01-12 01:00:00,2025-01-12,1,Q17,27.0
2025-01-12 01:00:00,2025-01-12,1,Q23,38.0
2025-01-12 01:00:00,2025-01-12,1,Q25,33.0
2025-01-12 01:00:00,2025-01-12,1,Q27,42.0
2025-01-12 01:00:00,2025-01-12,1,Q44+,26.0
2025-01-12 01:00:00,2025-01-12,1,Q46,33.0
2025-01-12 01:00:00,2025-01-12,1,Q58,53.0
2025-01-12 01:00:00,2025-01-12,1,Q60,41.0
2025-01-12 01:00:00,2025-01-12,1,Q65,46.0
2025-01-12 01:00:00,2025-01-12,1,Q66,44.0
2025-01-12 02:00:00,2025-01-12,2,B1,7.0
2025-01-12 02:00:00,2025-01-12,2,B35,17.0
2025-01-12 02:00:00,2025-01-12,2,B38,10.0
2025-01-12 02:00:00,2025-01-12,2,B41,10.0
2025-01-12 02:00:00,2025-01-12,2,B6,10.0
2025-01-12 02:00:00,2025-01-12,2,B8,11.0
2025-01-12 02:00:00,2025-01-12,2,BX12+,0.0
2025-01-12 02:00:00,2025-01-12,2,BX9,2.0
2025-01-12 02:00:00,2025-01-12,2,M101,12.0
2025-01-12 02:00:00,2025-01-12,2,M14D+,6.0
2025-01-12 02:00:00,2025-01-12,2,M15,77.0
2025-01-12 02:00:00,2025-01-12,2,M15+,0.0
2025-01-12 02:00:00,2025-01-12,2,M4,0.0
2025-01-12 02:00:00,2025-01-12,2,M86+,6.0
2025-01-12 02:00:00,2025-01-12,2,Q10,80.0
2025-01-12 02:00:00,2025-01-12,2,Q17,26.0
2025-01-12 02:00:00,2025-01-12,2,Q23,0.0
2025-01-12 02:00:00,2025-01-12,2,Q25,26.0
2025-01-12 02:00:00,2025-01-12,2,Q27,16.0
2025-01-12 02:00:00,2025-01-12,2,Q44+,20.0
2025-01-12 02:00:00,2025-01-12,2,Q46,14.0
2025-01-12 02:00:00,2025-01-12,2,Q58,32.0
2025-01-12 02:00:00,2025-01-12,2,Q60,22.0
2025-01-12 02:00:00,2025-01-12,2,Q65,40.0
2025-01-12 02:00:00,2025-01-12,2,Q66,31.0
2025-01-12 03:00:00,2025-01-12,3,B1,2.0
2025-01-12 03:00:00,2025-01-12,3,B35,12.0
2025-01-12 03:00:00,2025-01-12,3,B38,15.0
2025-01-12 03:00:00,2025-01-12,3,B41,24.0
2025-01-12 03:00:00,2025-01-12,3,B6,23.0
2025-01-12 03:00:00,2025-01-12,3,B8,6.0
2025-01-12 03:00:00,2025-01-12,3,BX12+,0.0
2025-01-12 03:00:00,2025-01-12,3,BX9,0.0
2025-01-12 03:00:00,2025-01-12,3,M101,25.0
2025-01-12 03:00:00,2025-01-12,3,M14D+,4.0
2025-01-12 03:00:00,2025-01-12,3,M15,55.0
2025-01-12 03:00:00,2025-01-12,3,M15+,0.0
2025-01-12 03:00:00,2025-01-12,3,M4,0.0
2025-01-12 03:00:00,2025-01-12,3,M86+,1.0
2025-01-12 03:00:00,2025-01-12,3,Q10,78.0
2025-01-12 03:00:00,2025-01-12,3,Q17,13.0
2025-01-12 03:00:00,2025-01-12,3,Q23,0.0
2025-01-12 03:00:00,2025-01-12,3,Q25,14.0
2025-01-12 03:00:00,2025-01-12,3,Q27,23.0
2025-01-12 03:00:00,2025-01-12,3,Q44+,22.0
2025-01-12 03:00:00,2025-01-12,3,Q46,11.0
2025-01-12 03:00:00,2025-01-12,3,Q58,33.0
2025-01-12 03:00:00,2025-01-12,3,Q60,26.0
2025-01-12 03:00:00,2025-01-12,3,Q65,24.0
2025-01-12 03:00:00,2025-01-12,3,Q66,24.0
2025-01-12 04:00:00,2025-01-12,4,B1,10.0
2025-01-12 04:00:00,2025-01-12,4,B35,36.0
2025-01-12 04:00:00,2025-01-12,4,B38,10.0
2025-01-12 04:00:00,2025-01-12,4,B41,31.0
2025-01-12 04:00:00,2025-01-12,4,B6,49.0
2025-01-12 04:00:00,2025-01-12,4,B8,9.0
2025-01-12 04:00:00,2025-01-12,4,BX12+,0.0
2025-01-12 04:00:00,2025-01-12,4,BX9,22.0
2025-01-12 04:00:00,2025-01-12,4,M101,25.0
2025-01-12 04:00:00,2025-01-12,4,M14D+,5.0
2025-01-12 04:00:00,2025-01-12,4,M15,43.0
2025-01-12 04:00:00,2025-01-12,4,M15+,0.0
2025-01-12 04:00:00,2025-01-12,4,M4,0.0
2025-01-12 04:00:00,2025-01-12,4,M86+,3.0
2025-01-12 04:00:00,2025-01-12,4,Q10,134.0
2025-01-12 04:00:00,2025-01-12,4,Q17,26.0
2025-01-12 04:00:00,2025-01-12,4,Q23,25.0
2025-01-12 04:00:00,2025-01-12,4,Q25,24.0
2025-01-12 04:00:00,2025-01-12,4,Q27,26.0
2025-01-12 04:00:00,2025-01-12,4,Q44+,30.0
2025-01-12 04:00:00,2025-01-12,4,Q46,32.0
2025-01-12 04:00:00,2025-01-12,4,Q58,61.0
2025-01-12 04:00:00,2025-01-12,4,Q60,43.0
2025-01-12 04:00:00,2025-01-12,4,Q65,42.0
2025-01-12 04:00:00,2025-01-12,4,Q66,53.0
2025-01-12 05:00:00,2025-01-12,5,B1,31.0
2025-01-12 05:00:00,2025-01-12,5,B35,71.0
2025-01-12 05:00:00,2025-01-12,5,B38,29.0
2025-01-12 05:00:00,2025-01-12,5,B41,82.0
2025-01-12 05:00:00,2025-01-12,5,B6,117.0
2025-01-12 05:00:00,2025-01-12,5,B8,68.0
2025-01-12 05:00:00,2025-01-12,5,BX12+,4.0
2025-01-12 05:00:00,2025-01-12,5,BX9,58.0
2025-01-12 05:00:00,2025-01-12,5,M101,45.0
2025-01-12 05:00:00,2025-01-12,5,M14D+,41.0
2025-01-12 05:00:00,2025-01-12,5,M15,116.0
2025-01-12 05:00:00,2025-01-12,5,M15+,0.0
2025-01-12 05:00:00,2025-01-12,5,M4,0.0
2025-01-12 05:00:00,2025-01-12,5,M86+,19.0
2025-01-12 05:00:00,2025-01-12,5,Q10,149.0
2025-01-12 05:00:00,2025-01-12,5,Q17,55.0
2025-01-12 05:00:00,2025-01-12,5,Q23,67.0
2025-01-12 05:00:00,2025-01-12,5,Q25,63.0
2025-01-12 05:00:00,2025-01-12,5,Q27,94.0
2025-01-12 05:00:00,2025-01-12,5,Q44+,122.0
2025-01-12 05:00:00,2025-01-12,5,Q46,70.0
2025-01-12 05:00:00,2025-01-12,5,Q58,144.0
2025-01-12 05:00:00,2025-01-12,5,Q60,73.0
2025-01-12 05:00:00,2025-01-12,5,Q65,68.0
2025-01-12 05:00:00,2025-01-12,5,Q66,96.0
2025-01-12 06:00:00,2025-01-12,6,B1,138.0
2025-01-12 06:00:00,2025-01-12,6,B35,157.0
2025-01-12 06:00:00,2025-01-12,6,B38,90.0
2025-01-12 06:00:00,2025-01-12,6,B41,151.0
2025-01-12 06:00:00,2025-01-12,6,B6,271.0
